tecdoc_ktypnr;tecdoc_constr;tecdoc_constrcode;tecdoc_model1;tecdoc_modelcode;tecdoc_cyl;tecdoc_litr;tecdoc_ccmtech;tecdoc_moisdseb;tecdoc_anneedeb;tecdoc_moisfin;tecdoc_anneefin;tecdoc_andeb;tecdoc_anfin;tecdoc_kw;tecdoc_cv;tecdoc_carross;tecdoc_propulsion;tecdoc_energie;tecdoc_codemoteur;tecdoc_nbcyl;tecdoc_nbsoup
163;ALFA ROMEO;2;164;287;3.0 24V;3;2959;09;1992;09;1998;09/1992;09/1998;155;211;A trois volumes;Traction avant;Essence;AR 66301,AR 66302,AR 64306;6;4
164;ALFA ROMEO;2;164;287;3.0 24V QV;3;2959;09;1992;09;1998;09/1992;09/1998;171;233;A trois volumes;Traction avant;Essence;AR 64304;6;4
165;ALFA ROMEO;2;ALFETTA;339;1.6;1.6;1556;01;1975;12;1984;01/1975;12/1984;79;107;A trois volumes;Propulsion;Essence;AR 01600;4;2
166;ALFA ROMEO;2;ALFETTA;339;1.8;1.8;1767;07;1974;12;1977;07/1974;12/1977;85;116;A trois volumes;Propulsion;Essence;AR 01608 X;4;2
167;ALFA ROMEO;2;ALFETTA;339;1.8;1.8;1767;10;1979;12;1984;10/1979;12/1984;89;121;A trois volumes;Propulsion;Essence;AR 01608;4;2
168;ALFA ROMEO;2;ALFETTA;339;1.8;1.8;1767;10;1979;12;1984;10/1979;12/1984;90;122;A trois volumes;Propulsion;Essence;AR 01678;4;2
169;ALFA ROMEO;2;ALFETTA;339;2.0;2;1948;03;1977;02;1980;03/1977;02/1980;89;121;A trois volumes;Propulsion;Essence;AR 01623;4;2
170;ALFA ROMEO;2;ALFETTA;339;2.0;2;1948;07;1978;12;1984;07/1978;12/1984;97;132;A trois volumes;Propulsion;Essence;AR 01655,AR 01713,AR 10520;4;2
171;ALFA ROMEO;2;ALFETTA;339;2.0 TD;2;1981;10;1979;03;1983;10/1979;03/1983;60;82;A trois volumes;Propulsion;Diesel;VM4HT/2;4;2
172;ALFA ROMEO;2;ALFETTA;339;2.4 TD;2.4;2325;04;1983;12;1984;04/1983;12/1984;70;95;A trois volumes;Propulsion;Diesel;VM4HT 2.4;4;2
173;ALFA ROMEO;2;ARNA;353;1.2;1.2;1178;01;1985;12;1986;01/1985;12/1986;44;60;3/5 portes;Traction avant;Essence;AR 31000;4;2
174;ALFA ROMEO;2;ARNA;353;1.2;1.2;1178;01;1985;12;1986;01/1985;12/1986;50;68;3/5 portes;Traction avant;Essence;AR 30500;4;2
175;ALFA ROMEO;2;ARNA;353;1.3 TI;1.3;1337;03;1983;12;1986;03/1983;12/1986;63;86;3/5 portes;Traction avant;Essence;AR 30168,AR 31010;4;2
176;ALFA ROMEO;2;GIULIETTA;483;1.3;1.3;1347;10;1977;06;1983;10/1977;06/1983;66;90;A trois volumes;Propulsion;Essence;AR 01644;4;2
177;ALFA ROMEO;2;GIULIETTA;483;1.6;1.6;1556;10;1977;04;1985;10/1977;04/1985;79;107;A trois volumes;Propulsion;Essence;AR 01600;4;2
178;ALFA ROMEO;2;GIULIETTA;483;1.8;1.8;1767;04;1979;04;1985;04/1979;04/1985;90;122;A trois volumes;Propulsion;Essence;AR 01678;4;2
179;ALFA ROMEO;2;GIULIETTA;483;1.8 Turbo;1.8;1767;01;1984;12;1985;01/1984;12/1985;110;150;A trois volumes;Propulsion;Essence;AR 01354;4;2
180;ALFA ROMEO;2;GIULIETTA;483;2.0;2;1948;06;1980;04;1985;06/1980;04/1985;96;131;A trois volumes;Propulsion;Essence;AR 01655,AR 11671;4;2
181;ALFA ROMEO;2;GIULIETTA;483;2.0 Turbo;2;1948;07;1983;06;1984;07/1983;06/1984;125;170;A trois volumes;Propulsion;Essence;AR 01699;4;2
182;ALFA ROMEO;2;GT;536;1300 Junior;1.3;1281;01;1966;12;1977;01/1966;12/1977;64;87;Coup?;Propulsion;Essence;AR 00530;4;2
183;ALFA ROMEO;2;GT;536;1600;1.6;1551;03;1963;12;1966;03/1963;12/1966;75;102;Coup?;Propulsion;Essence;AR 00526 S;4;2
184;ALFA ROMEO;2;GT;536;1600;1.6;1551;01;1966;12;1968;01/1966;12/1968;80;109;Coup?;Propulsion;Essence;AR 00536;4;2
185;ALFA ROMEO;2;GT;536;A 1600;1.6;1551;01;1965;12;1970;01/1965;12/1970;83;113;Coup?;Propulsion;Essence;AR 10538;4;2
186;ALFA ROMEO;2;GT;536;1600;1.6;1556;09;1972;12;1977;09/1972;12/1977;76;103;Coup?;Propulsion;Essence;AR 00526 S;4;2
187;ALFA ROMEO;2;GT;536;1600;1.6;1556;06;1971;12;1977;06/1971;12/1977;80;109;Coup?;Propulsion;Essence;AR 00536;4;2
188;ALFA ROMEO;2;GT;536;V 1750;1.8;1767;01;1967;12;1972;01/1967;12/1972;83;113;Coup?;Propulsion;Essence;AR 00548;4;2
189;ALFA ROMEO;2;GT;536;V 2000;1.9;1948;01;1971;12;1977;01/1971;12/1977;96;131;Coup?;Propulsion;Essence;AR 10527;4;2
190;ALFA ROMEO;2;ALFETTA GT;334;1.6;1.6;1556;01;1976;09;1982;01/1976;09/1982;79;107;Coup?;Propulsion;Essence;AR 01600;4;2
191;ALFA ROMEO;2;ALFETTA GT;334;1.8;1.8;1767;01;1974;12;1976;01/1974;12/1976;85;116;Coup?;Propulsion;Essence;AR 01608 X;4;2
192;ALFA ROMEO;2;ALFETTA GT;334;1.8;1.8;1767;01;1974;12;1976;01/1974;12/1976;89;121;Coup?;Propulsion;Essence;AR 01608;4;2
193;ALFA ROMEO;2;ALFETTA GT;334;2.0;2;1948;07;1978;01;1986;07/1978;01/1986;89;121;Coup?;Propulsion;Essence;AR 01623;4;2
194;ALFA ROMEO;2;GTV;3389;2.0;2;1948;07;1978;01;1986;07/1978;01/1986;96;131;Coup?;Propulsion;Essence;AR 01655,AR 06212;4;2
195;ALFA ROMEO;2;GIULIA;345;1300 Super;1.3;1281;01;1974;12;1978;01/1974;12/1978;64;87;A trois volumes;Propulsion;Essence;AR 00530;4;2
196;ALFA ROMEO;2;GIULIA;345;1600 Super;1.6;1557;01;1974;12;1978;01/1974;12/1978;76;103;A trois volumes;Propulsion;Essence;AR 00526;4;2
197;ALFA ROMEO;2;SPIDER;289;1300;1.3;1281;01;1968;12;1977;01/1968;12/1977;64;87;D?capotable;Propulsion;Essence;AR 00530;4;2
198;ALFA ROMEO;2;SPIDER;289;1600;1.6;1551;03;1966;12;1968;03/1966;12/1968;80;109;D?capotable;Propulsion;Essence;AR 01600,AR 00526,AR 00536;4;2
199;ALFA ROMEO;2;SPIDER;293;1600;1.6;1556;03;1976;12;1990;03/1976;12/1990;76;103;D?capotable;Propulsion;Essence;AR 00526;4;2
200;ALFA ROMEO;2;SPIDER;293;1600;1.6;1556;03;1971;12;1979;03/1971;12/1979;80;109;D?capotable;Propulsion;Essence;AR 00536;4;2
201;ALFA ROMEO;2;SPIDER;293;1600;1.6;1567;01;1990;12;1993;01/1990;12/1993;79;107;D?capotable;Propulsion;Essence;AR 01563;4;2
202;ALFA ROMEO;2;SPIDER;289;1750;1.8;1767;01;1967;12;1971;01/1967;12/1971;83;113;D?capotable;Propulsion;Essence;AR 00548;4;2
203;ALFA ROMEO;2;SPIDER;293;2000;2;1948;08;1986;12;1990;08/1986;12/1990;85;116;D?capotable;Propulsion;Essence;AR 01544;4;2
204;ALFA ROMEO;2;SPIDER;293;2000;2;1948;08;1986;12;1990;08/1986;12/1990;92;125;D?capotable;Propulsion;Essence;AR 00515;4;2
205;ALFA ROMEO;2;SPIDER;293;2000 Veloce;2;1948;01;1977;12;1993;01/1977;12/1993;93;126;D?capotable;Propulsion;Essence;AR 00515,AR 01590;4;2
206;ALFA ROMEO;2;SPIDER;289;2000;2;1948;01;1971;12;1977;01/1971;12/1977;96;131;D?capotable;Propulsion;Essence;AR 00512;4;2
207;ALFA ROMEO;2;SPIDER;293;2000;2;1962;01;1990;12;1993;01/1990;12/1993;88;120;D?capotable;Propulsion;Essence;AR 01588;4;2
209;BMW;16;5;456;520;2;1977;08;1972;08;1977;08/1972;08/1977;85;115;A trois volumes;Propulsion;Essence;M10 B20;4;2
210;STANGUELLINI;2810;MOMO MIRAGE;9002;5.7;5.7;5736;01;1971;12;1971;01/1971;12/1971;165;224;Coup?;Propulsion;Essence;H350;8;2
211;BMW;16;5;456;520/6;2;1977;09;1977;05;1981;09/1977;05/1981;90;122;A trois volumes;Propulsion;Essence;M20 B20 (206VA);6;2
212;BMW;16;5;456;525;2.5;2478;08;1973;10;1976;08/1973;10/1976;107;146;A trois volumes;Propulsion;Essence;M30 B25;6;2
213;BMW;16;5;456;525;2.5;2478;08;1976;05;1981;08/1976;05/1981;110;150;A trois volumes;Propulsion;Essence;M30 B25 (256VA);6;2
214;VW;121;PASSAT;9003;1.4 TSI;1.4;1390;08;2010;12;2014;08/2010;12/2014;90;122;A trois volumes;Traction avant;Essence;CAXA;4;4
215;BMW;16;5;456;528;2.8;2769;01;1975;08;1977;01/1975;08/1977;121;165;A trois volumes;Propulsion;Essence;M30 B28;6;2
216;BMW;16;5;456;528;2.8;2769;01;1975;08;1977;01/1975;08/1977;125;170;A trois volumes;Propulsion;Essence;M30 B28;6;2
217;BMW;16;5;456;528 i;2.8;2769;04;1977;05;1981;04/1977;05/1981;130;177;A trois volumes;Propulsion;Essence;M30 B28;6;2
218;BMW;16;5;456;528 i;2.8;2769;04;1977;05;1981;04/1977;05/1981;135;184;A trois volumes;Propulsion;Essence;M30 B28;6;2
219;BMW;16;3 Touring;294;316 i;1.6;1596;09;1991;06;1994;09/1991;06/1994;73;100;Break;Propulsion;Essence;M40 B16 (164E1);4;2
220;ALFA ROMEO;2;33;291;1.5 4x4;1.5;1474;11;1983;12;1984;11/1983;12/1984;62;84;3/5 portes;Traction int?grale;Essence;AR 30143,AR 30504;4;2
221;BMW;16;5;452;518;1.8;1754;06;1981;08;1984;06/1981;08/1984;66;90;A trois volumes;Propulsion;Essence;M10 B18 (184VC),M10 B18 (184VD);4;2
222;ALFA ROMEO;2;33;291;1.5 4x4;1.5;1474;01;1985;09;1986;01/1985;09/1986;66;90;3/5 portes;Traction int?grale;Essence;AR 30520;4;2
223;BMW;16;5;452;518 i;1.8;1754;05;1981;12;1987;05/1981;12/1987;77;105;A trois volumes;Propulsion;Essence;M10 B18 (184EB);4;2
224;BMW;16;5;452;520 i;2;1977;06;1981;12;1987;06/1981;12/1987;92;125;A trois volumes;Propulsion;Essence;M20 B20 (206EA);6;2
225;BMW;16;5;452;520 i;2;1976;08;1985;12;1987;08/1985;12/1987;95;129;A trois volumes;Propulsion;Essence;M20 B20 (206KA);6;2
226;BMW;16;5;452;524 d;2.4;2426;03;1986;12;1987;03/1986;12/1987;63;86;A trois volumes;Propulsion;Diesel;M21 D24 (246DA);6;2
227;BMW;16;5;452;524 td;2.4;2426;09;1983;12;1987;09/1983;12/1987;85;115;A trois volumes;Propulsion;Diesel;M21 D24 (246TA);6;2
228;BMW;16;5;452;525 i;2.5;2474;06;1981;12;1987;06/1981;12/1987;110;150;A trois volumes;Propulsion;Essence;M30 B25 (256EA);6;2
229;BMW;16;5;452;525 e;2.7;2674;09;1981;12;1987;09/1981;12/1987;90;122;A trois volumes;Propulsion;Essence;M20 B27 (276EB),M20 B27 (276KA),M20 B27 (276KB);6;2
230;BMW;16;5;452;525 e;2.7;2674;05;1983;12;1987;05/1983;12/1987;92;125;A trois volumes;Propulsion;Essence;M20 B27 (276EA);6;2
231;BMW;16;5;452;525 e;2.7;2674;12;1984;12;1987;12/1984;12/1987;95;129;A trois volumes;Propulsion;Essence;M20 B27 (276KB);6;2
232;BMW;16;5;452;528 i;2.8;2769;06;1981;12;1987;06/1981;12/1987;135;184;A trois volumes;Propulsion;Essence;M30 B28 (286EA);6;2
233;BMW;16;5;452;535 i, M 535 i;3.4;3406;01;1985;12;1987;01/1985;12/1987;136;185;A trois volumes;Propulsion;Essence;M30 B34 (346KA);6;2
234;BMW;16;5;452;535 i, M 535 i;3.4;3406;01;1985;12;1987;01/1985;12/1987;141;192;A trois volumes;Propulsion;Essence;M30 B35 (Motronic);6;2
235;BMW;16;5;452;535 i, M 535 i;3.4;3406;01;1985;12;1987;01/1985;12/1987;160;218;A trois volumes;Propulsion;Essence;M30 B34 (346EC);6;2
236;ALFA ROMEO;2;33;291;1.5 4x4;1.5;1474;09;1986;12;1989;09/1986;12/1989;77;105;3/5 portes;Traction int?grale;Essence;AR 30146,AR 30588;4;2
237;BMW;16;5;464;520 i;2;1976;01;1988;08;1991;01/1988;08/1991;95;129;A trois volumes;Propulsion;Essence;M20 B20 (206KA);6;2
238;BMW;16;5;464;520 i 24V;2;1991;09;1989;09;1995;09/1989;09/1995;110;150;A trois volumes;Propulsion;Essence;M50 B20 (206S1),M50 B20 (206S2);6;4
239;BMW;16;5;464;524 td;2.4;2426;03;1988;09;1995;03/1988;09/1995;85;115;A trois volumes;Propulsion;Diesel;M21 D24 (246TB);6;2
240;BMW;16;5;464;525 i;2.5;2476;01;1988;08;1991;01/1988;08/1991;125;170;A trois volumes;Propulsion;Essence;M20 B25 (256K1);6;2
241;BMW;16;5;464;525 i 24V;2.5;2494;09;1989;09;1995;09/1989;09/1995;141;192;A trois volumes;Propulsion;Essence;M50 B25 (256S2);6;4
242;BMW;16;5;464;525 iX 24V;2.5;2494;10;1991;09;1995;10/1991;09/1995;141;192;A trois volumes;Traction int?grale;Essence;M50 B25 (256S1),M50 B25 (256S2);6;4
243;BMW;16;5;464;525 tds;2.5;2497;09;1991;09;1995;09/1991;09/1995;105;143;A trois volumes;Propulsion;Diesel;M51 D25 (256T1);6;2
244;BMW;16;5;464;530 i;3;2965;01;1988;08;1991;01/1988;08/1991;138;188;A trois volumes;Propulsion;Essence;M30 B30 (306KA);6;2
245;BMW;16;5;464;530 i V8;3;2997;09;1992;09;1995;09/1992;09/1995;160;218;A trois volumes;Propulsion;Essence;M60 B30 (308S1);8;4
246;BMW;16;5;464;535 i;3.4;3430;01;1988;09;1995;01/1988;09/1995;155;211;A trois volumes;Propulsion;Essence;M30 B34 (346KB);6;2
247;BMW;16;5;464;M5;3.6;3481;10;1988;05;1992;10/1988;05/1992;232;315;A trois volumes;Propulsion;Essence;S38 B36 (366S1);6;4
248;BMW;16;5;464;M5 Cat;3.6;3481;10;1988;05;1992;10/1988;05/1992;232;315;A trois volumes;Propulsion;Essence;S38 B36 (366S1);6;4
249;BMW;16;5;464;M5;3.8;3795;03;1992;09;1995;03/1992;09/1995;250;340;A trois volumes;Propulsion;Essence;S38 B38 (386S1);6;4
250;BMW;16;5;464;540 i V8;4;3982;09;1992;09;1995;09/1992;09/1995;210;286;A trois volumes;Propulsion;Essence;M60 B40 (408S1);8;4
251;BMW;16;5 Touring;459;520 i;2;1991;11;1991;01;1997;11/1991;01/1997;110;150;Break;Propulsion;Essence;M50 B20 (206S1),M50 B20 (206S2);6;4
252;BMW;16;5 Touring;459;525 i;2.5;2494;11;1991;01;1997;11/1991;01/1997;141;192;Break;Propulsion;Essence;M50 B25 (256S1),M50 B25 (256S2);6;4
253;BMW;16;5 Touring;459;525 ix;2.5;2494;02;1992;01;1997;02/1992;01/1997;141;192;Break;Traction int?grale;Essence;M50 B25 (256S1),M50 B25 (256S2);6;4
254;BMW;16;5 Touring;459;525 tds;2.5;2497;12;1991;01;1997;12/1991;01/1997;105;143;Break;Propulsion;Diesel;M51 D25 (256T1);6;2
255;BMW;16;5 Touring;459;530 i V8;3;2997;09;1992;01;1997;09/1992;01/1997;160;218;Break;Propulsion;Essence;M60 B30 (308S1);8;4
256;BMW;16;2500-3.3;219;2500;2.5;2478;10;1968;04;1977;10/1968;04/1977;110;150;A trois volumes;Propulsion;Essence;M30 B25;6;2
257;BMW;16;2500-3.3;219;2.8 L;2.8;2769;02;1975;04;1977;02/1975;04/1977;125;170;A trois volumes;Propulsion;Essence;M30 B28;6;2
258;BMW;16;2500-3.3;219;2800;2.8;2769;10;1968;07;1975;10/1968;07/1975;125;170;A trois volumes;Propulsion;Essence;M30 B28;6;2
259;BMW;16;2500-3.3;219;3.0 S;3;2966;05;1971;04;1977;05/1971;04/1977;132;180;A trois volumes;Propulsion;Essence;M30 B30;6;2
260;BMW;16;2500-3.3;219;3.0 L;3;2966;02;1975;04;1977;02/1975;04/1977;132;180;A trois volumes;Propulsion;Essence;M30 B30;6;2
261;BMW;16;2500-3.3;219;3.0 Si;3;2966;10;1975;04;1977;10/1975;04/1977;143;194;A trois volumes;Propulsion;Essence;M30 B30;6;2
262;BMW;16;2500-3.3;219;3.0 Si;3;2966;07;1971;09;1975;07/1971;09/1975;147;200;A trois volumes;Propulsion;Essence;M30 B30;6;2
263;BMW;16;2500-3.3;219;3.2 Li;3.2;3188;10;1975;04;1977;10/1975;04/1977;147;200;A trois volumes;Propulsion;Essence;M30 B32 (330EL),M30 B32;6;2
264;BMW;16;2500-3.3;219;3.3 L;3.3;3277;01;1974;09;1976;01/1974;09/1976;140;190;A trois volumes;Propulsion;Essence;M30 B33 (35/40 INAT);6;2
265;BMW;16;2000-3.2 Coup?;224;2.5 CS;2.5;2478;09;1974;03;1976;09/1974;03/1976;110;150;Coup?;Propulsion;Essence;M30 B25;6;2
266;BMW;16;2000-3.2 Coup?;224;2800 CS;2.8;2769;01;1969;04;1971;01/1969;04/1971;125;170;Coup?;Propulsion;Essence;M30 B28;6;2
267;BMW;16;2000-3.2 Coup?;224;3.0 CS;3;2966;05;1971;03;1976;05/1971;03/1976;132;180;Coup?;Propulsion;Essence;M30 B30;6;2
268;BMW;16;2000-3.2 Coup?;224;3.0 Csi;3;2966;07;1971;03;1976;07/1971;03/1976;147;200;Coup?;Propulsion;Essence;M30 B30;6;2
269;VW;121;PASSAT;9003;1.8 TSI;1.8;1798;08;2010;12;2014;08/2010;12/2014;118;160;A trois volumes;Traction avant;Essence;CDAA;4;4
270;BMW;16;6;486;628 CSi;2.8;2769;09;1979;08;1987;09/1979;08/1987;135;184;Coup?;Propulsion;Essence;M30 B28;6;2
271;BMW;16;6;486;630 CS;3;2966;04;1976;08;1979;04/1976;08/1979;136;185;Coup?;Propulsion;Essence;M30 B30;6;2
272;BMW;16;6;486;633 CSi;3.2;3188;10;1975;12;1981;10/1975;12/1981;147;200;Coup?;Propulsion;Essence;M30 B32;6;2
273;BMW;16;6;486;635 CSi;3.4;3400;06;1978;08;1988;06/1978;08/1988;160;218;Coup?;Propulsion;Essence;M30 B35 (L-Jetronic,10:1),M30 B35 (Motronic,10:1),M30 B35 (Motronic,9.3:1);6;2
274;BMW;16;6;486;M 635 CSi;3.5;3400;04;1984;12;1988;04/1984;12/1988;210;286;Coup?;Propulsion;Essence;M88 B35;6;4
275;BMW;16;6;486;635 CSi;3.4;3406;08;1987;04;1989;08/1987;04/1989;155;211;Coup?;Propulsion;Essence;M30 B34 (346KB);6;2
276;VW;121;PASSAT;9003;2.0 TSI;2;1984;11;2010;12;2014;11/2010;12/2014;155;210;A trois volumes;Traction avant;Essence;CCZB;4;4
277;BMW;16;7;539;728;2.8;2769;05;1977;08;1979;05/1977;08/1979;125;170;A trois volumes;Propulsion;Essence;M30 B28;6;2
278;BMW;16;7;539;728 i;2.8;2769;07;1978;08;1986;07/1978;08/1986;135;184;A trois volumes;Propulsion;Essence;M30 B28;6;2
279;BMW;16;7;539;730;3;2966;05;1977;08;1979;05/1977;08/1979;135;184;A trois volumes;Propulsion;Essence;M30 B30;6;2
280;BMW;16;7;539;733 i;3.2;3188;05;1977;08;1986;05/1977;08/1986;145;197;A trois volumes;Propulsion;Essence;M30 B32;6;2
281;BMW;16;7;539;745 i;3.2;3188;04;1980;04;1983;04/1980;04/1983;185;252;A trois volumes;Propulsion;Essence;M30 B32 (326TA);6;2
282;BMW;16;7;539;735 i;3.4;3406;01;1985;08;1986;01/1985;08/1986;136;185;A trois volumes;Propulsion;Essence;M30 B34 (346KA);6;2
283;BMW;16;7;539;735 i;3.4;3406;09;1979;08;1986;09/1979;08/1986;160;218;A trois volumes;Propulsion;Essence;M30 B35 (Motronic,10:1),M30 B35 (Motronic,9.3:1);6;2
284;BMW;16;7;539;745 i;3.4;3406;05;1983;08;1986;05/1983;08/1986;185;252;A trois volumes;Propulsion;Essence;M30 B35;6;2
285;BMW;16;7;544;730 i,iL;3;2965;12;1986;09;1994;12/1986;09/1994;145;197;A trois volumes;Propulsion;Essence;M30 B30 (306EA);6;2
286;BMW;16;7;544;730 i,iL;3;2986;12;1986;09;1994;12/1986;09/1994;138;188;A trois volumes;Propulsion;Essence;M30 B30 (306KA);6;2
287;BMW;16;7;544;730 i,iL V8;3;2997;04;1992;09;1994;04/1992;09/1994;160;218;A trois volumes;Propulsion;Essence;M60 B30 (308S1);8;4
288;BMW;16;7;544;735 i,iL;3.4;3406;09;1986;09;1992;09/1986;09/1992;155;211;A trois volumes;Propulsion;Essence;M30 B34 (346KB);6;2
289;BMW;16;7;544;735 i,iL;3.4;3406;09;1986;12;1987;09/1986;12/1987;162;220;A trois volumes;Propulsion;Essence;M30 B35 (Motronic,9.2:1);6;2
290;BMW;16;7;544;740 i,iL V8;4;3982;04;1992;09;1994;04/1992;09/1994;210;286;A trois volumes;Propulsion;Essence;M60 B40 (408S1);8;4
291;BMW;16;7;544;750 i,iL V12;5;4988;09;1987;09;1994;09/1987;09/1994;220;300;A trois volumes;Propulsion;Essence;M70 B50 (5012A);12;2
292;BMW;16;8;67;850 i,Ci;5;4988;04;1990;10;1994;04/1990;10/1994;220;300;Coup?;Propulsion;Essence;M70 B50 (5012A);12;2
293;VW;121;PASSAT;9003;1.6 TDI;1.6;1598;08;2010;12;2014;08/2010;12/2014;77;105;A trois volumes;Traction avant;Diesel;CAYC;4;4
294;VW;121;PASSAT;9003;2.0 TDI;2;1968;08;2010;12;2014;08/2010;12/2014;103;140;A trois volumes;Traction avant;Diesel;CFFB;4;4
295;VW;121;PASSAT;9003;2.0 TDI 4motion;2;1968;08;2010;12;2014;08/2010;12/2014;103;140;A trois volumes;Traction int?grale;Diesel;CFFB;4;4
296;VW;121;PASSAT;9003;2.0 TDI;2;1968;08;2010;12;2014;08/2010;12/2014;125;170;A trois volumes;Traction avant;Diesel;CLLA,CFGB;4;4
297;BMW;16;Z1 Roadster;138;2.5;2.5;2494;06;1988;06;1991;06/1988;06/1991;125;170;D?capotable;Propulsion;Essence;M20 B25 (256K1);6;2
298;BMW;16;3 D?capotable;430;318 i;1.8;1796;09;1990;10;1993;09/1990;10/1993;83;113;D?capotable;Propulsion;Essence;M40 B18 (184E1);4;2
299;BMW;16;3 D?capotable;430;320 i;2;1976;04;1986;10;1993;04/1986;10/1993;95;129;D?capotable;Propulsion;Essence;M20 B20 (206KA);6;2
300;BMW;16;3 D?capotable;430;325 i;2.5;2476;09;1987;10;1993;09/1987;10/1993;125;170;D?capotable;Propulsion;Essence;M20 B25 (256E2),M20 B25 (256EX),M20 B25 (256K1);6;2
301;BMW;16;3 D?capotable;430;325 i;2.5;2476;12;1985;12;1987;12/1985;12/1987;126;171;D?capotable;Propulsion;Essence;M20 B25 (256E2);6;2
302;BMW;16;3 D?capotable;434;320 i;2;1991;12;1993;04;1999;12/1993;04/1999;110;150;D?capotable;Propulsion;Essence;M50 B20 (206S2),M52 B20 (206S3);6;4
303;BMW;16;3 D?capotable;434;325 i;2.5;2494;03;1993;03;1995;03/1993;03/1995;141;192;D?capotable;Propulsion;Essence;M50 B25 (256S2);6;4
304;MERCEDES-BENZ;74;PONTON;561;180 D;1.8;1767;01;1953;07;1959;01/1953;07/1959;32;44;A trois volumes;Propulsion;Diesel;OM 636.930;4;2
305;MERCEDES-BENZ;74;PONTON;561;180;1.9;1884;07;1953;12;1962;07/1953;12/1962;48;65;A trois volumes;Propulsion;Essence;M 136.925;4;2
306;MERCEDES-BENZ;74;PONTON;3580;220;2.2;2171;01;1954;12;1956;01/1954;12/1956;63;86;A trois volumes;Propulsion;Essence;M 180.921;6;2
307;MERCEDES-BENZ;74;PONTON;3580;220 S;2.2;2180;01;1956;12;1959;01/1956;12/1959;78;106;A trois volumes;Propulsion;Essence;M 180.924;6;2
308;MERCEDES-BENZ;74;PONTON;3579;220 SE;2.2;2180;01;1958;08;1959;01/1958;08/1959;88;120;A trois volumes;Propulsion;Essence;M 127.980;6;2
309;MERCEDES-BENZ;74;190;52;E 1.8;1.8;1797;04;1990;08;1993;04/1990;08/1993;80;109;A trois volumes;Propulsion;Essence;M 102.910;4;2
310;MERCEDES-BENZ;74;190;52;2.0;2;1977;10;1982;10;1984;10/1982;10/1984;66;90;A trois volumes;Propulsion;Essence;M 102.921;4;2
311;MERCEDES-BENZ;74;190;52;E 2.0;2;1977;02;1985;12;1986;02/1985;12/1986;83;113;A trois volumes;Propulsion;Essence;M 102.961,M 102.962;4;2
312;MERCEDES-BENZ;74;190;52;E 2.0;2;1977;02;1985;12;1986;02/1985;12/1986;85;116;A trois volumes;Propulsion;Essence;M 102.962;4;2
313;MERCEDES-BENZ;74;190;52;2.0;2;1977;01;1986;05;1990;01/1986;05/1990;75;102;A trois volumes;Propulsion;Essence;M 102.924;4;2
314;VW;121;PASSAT;9003;2.0 TDI 4motion;2;1968;08;2010;01;2013;08/2010;01/2013;125;170;A trois volumes;Traction int?grale;Diesel;CFGB;4;4
315;VW;121;PASSAT;9003;1.4 TSI EcoFuel;1.4;1390;08;2010;12;2014;08/2010;12/2014;110;150;A trois volumes;Traction avant;Essence;CDGA;4;4
316;MERCEDES-BENZ;74;190;52;2.0;2;1977;09;1984;05;1990;09/1984;05/1990;77;105;A trois volumes;Propulsion;Essence;M 102.924;4;2
317;VW;121;PASSAT Variant;9004;1.4 TSI;1.4;1390;08;2010;12;2014;08/2010;12/2014;90;122;Break;Traction avant;Essence;CAXA;4;4
318;MERCEDES-BENZ;74;190;52;E 2.0;2;1977;01;1985;08;1993;01/1985;08/1993;87;118;A trois volumes;Propulsion;Essence;M 102.962;4;2
319;MERCEDES-BENZ;74;190;52;E 2.0;2;1977;10;1982;06;1993;10/1982;06/1993;90;122;A trois volumes;Propulsion;Essence;M 102.961,M 102.962;4;2
320;FORD;36;FIESTA I;402;0.9;0.9;935;05;1976;08;1983;05/1976;08/1983;29;40;3/5 portes;Traction avant;Essence;TKW,TKA;4;2
321;FORD;36;FIESTA I;402;0.9;0.9;935;05;1976;08;1983;05/1976;08/1983;33;45;3/5 portes;Traction avant;Essence;TLA;4;2
322;FORD;36;FIESTA II;407;1.1;1.1;1087;05;1986;02;1989;05/1986;02/1989;36;49;3/5 portes;Traction avant;Essence;GSH;4;2
323;FORD;36;FIESTA I;402;1.1;1.1;1087;05;1976;08;1983;05/1976;08/1983;39;53;3/5 portes;Traction avant;Essence;GLA;4;2
324;FORD;36;FIESTA I;402;1.3;1.3;1263;08;1977;08;1983;08/1977;08/1983;49;66;3/5 portes;Traction avant;Essence;J3E;4;2
325;FORD;36;FIESTA I;402;1.6 XR2;1.6;1566;08;1981;08;1983;08/1981;08/1983;62;84;3/5 portes;Traction avant;Essence;L3E;4;2
326;VW;121;PASSAT Variant;9004;1.8 TSI;1.8;1798;08;2010;12;2014;08/2010;12/2014;118;160;Break;Traction avant;Essence;CDAA;4;4
327;VW;121;PASSAT Variant;9004;1.6 TDI;1.6;1598;08;2010;12;2014;08/2010;12/2014;77;105;Break;Traction avant;Diesel;CAYC;4;4
328;FORD;36;ESCORT I;313;1100;1.1;1071;01;1968;12;1974;01/1968;12/1974;32;45;A trois volumes;Propulsion;Essence;G1;4;2
329;FORD;36;ESCORT II;317;1.1;1.1;1071;12;1974;08;1980;12/1974;08/1980;32;45;A trois volumes;Propulsion;Essence;G1;4;2
